,Unnamed: 0,Aggregator,Model,Parameters,Learning rate,Test loss,Eval loss 1,Eval loss 2,Eval loss 3,Eval loss 4,Eval loss 5,Eval loss 6,Eval loss 7,Eval loss 8,Eval loss 9,Eval loss 10
122,122,row_max,QUANN_1,11696,0.0001,37.254932940006256,113.8195915222168,91.1712749004364,66.68501138687134,57.60490584373474,52.36248481273651,48.60646438598633,45.40135145187378,42.27021479606629,40.281861662864685,38.55967336893082
123,123,row_max,Ablation_1,8480,0.0005,32.28821641206741,114.77893233299255,104.05651426315308,91.7415657043457,76.62359380722046,63.687915086746216,51.8713264465332,42.85056680440903,37.6892112493515,35.412419855594635,34.716280817985535
124,124,row_max,Ablation_2,15776,0.0005,43.643386006355286,109.75613021850586,90.2169668674469,77.07921874523163,58.41035640239716,54.69809877872467,50.56542551517487,47.49203753471375,45.72918093204498,46.19964385032654,45.5104022026062
125,125,row_max,QUANN_1,11696,0.0005,19.10283452272415,54.793835043907166,42.83683395385742,36.12645238637924,31.51248359680176,27.608869910240173,24.89401477575302,22.90762758255005,21.562703371047974,21.15319374203682,20.317085027694706
126,126,row_max,Ablation_1,8480,0.001,24.26759785413742,106.92784118652344,83.7777568101883,55.96208035945892,39.43577897548676,37.27858972549439,34.154402792453766,31.523892045021057,29.50101810693741,28.014276087284088,26.618977785110477
127,127,row_max,Ablation_2,15776,0.001,43.45641016960144,91.608948469162,59.82348120212555,46.00066077709198,45.29021179676056,47.26669502258301,44.34923493862152,43.73026514053345,44.59021592140198,43.93924844264984,44.86164402961731
128,128,row_max,QUANN_1,11696,0.001,16.138172686100006,48.22875738143921,38.50125527381897,31.50258630514145,26.377817571163177,23.472258746623996,21.74902230501175,20.16299375891685,19.094129383563995,19.01246678829193,17.5551560819149
129,129,row_max,Ablation_1,8480,0.005,19.529054522514343,67.83117353916168,39.14940983057022,29.162333130836487,27.145438313484192,22.99461787939072,22.44899255037308,21.859792292118076,22.13456991314888,22.85163977742195,21.144096732139587
130,130,row_max,Ablation_2,15776,0.005,43.07597196102142,49.14230906963349,49.24343764781952,45.49859857559204,45.40807831287384,46.2975869178772,45.65993928909302,45.61733913421631,45.51919257640839,44.72124147415161,44.356467843055725
131,131,row_max,QUANN_1,11696,0.005,12.885869652032852,38.37697905302048,24.03137800097465,18.94850242137909,16.923487931489944,16.982678443193436,15.140852630138395,14.007771611213684,14.772006243467333,14.437581568956375,14.200097173452376
132,132,row_max,Ablation_1,8480,0.01,18.380738615989685,61.02120304107666,31.959239542484283,29.88965606689453,24.231895744800568,25.34696334600449,25.234656810760494,22.236362874507904,21.416572630405422,20.1371491253376,19.393679350614548
133,133,row_max,Ablation_2,15776,0.01,43.82007896900177,51.11417007446289,44.80791199207306,47.56739366054535,44.57812833786011,48.62320673465729,44.43250572681427,44.2153297662735,45.76638627052307,45.477694272995,45.15943992137909
134,134,row_max,QUANN_1,11696,0.01,14.37240469455719,34.82899594306946,26.898187577724457,20.236418575048447,17.865635842084885,20.119410812854767,17.442041337490082,18.348703265190125,15.837262570858002,15.1360125541687,15.428112357854843
135,135,row_min,Ablation_1,8480,0.0001,101.24935936927795,129.80959486961365,126.21353125572205,124.35776329040527,122.30944657325745,120.53079009056091,118.26339602470398,115.74378395080566,113.080242395401,110.29889273643494,107.3607611656189
136,136,row_min,Ablation_2,15776,0.0001,73.5415735244751,128.16681694984436,124.2182433605194,119.7560338973999,115.3700306415558,107.59651613235474,99.1473982334137,93.35602235794067,88.13395738601685,84.24468564987183,77.30912983417511
137,137,row_min,QUANN_1,11696,0.0001,39.58860659599304,120.95362186431883,89.93756937980652,67.94438362121582,59.04283249378204,53.66276729106903,50.38626194000244,47.68314230442047,45.18539905548096,43.25500047206879,41.40468084812164
138,138,row_min,Ablation_1,8480,0.0005,31.98439460992813,122.82151341438292,112.61234736442566,98.5060384273529,84.84569358825684,69.66495716571808,55.63346982002258,44.08730411529541,37.20597279071808,35.272816836833954,33.87246894836426
139,139,row_min,Ablation_2,15776,0.0005,43.76032960414887,110.09285616874696,89.42653107643127,62.50690829753876,49.47593939304352,47.89429926872253,46.657877683639526,45.80142784118652,45.61555278301239,45.68761730194092,44.67509973049164
140,140,row_min,QUANN_1,11696,0.0005,20.175724178552628,55.046469926834106,44.19407892227173,36.04775851964951,31.661681830883023,29.045140326023105,27.00722140073776,25.40876269340515,23.525267720222477,22.46533215045929,20.99230921268463
141,141,row_min,Ablation_1,8480,0.001,28.48556351661682,112.60766196250916,86.98432731628418,63.67072927951813,44.4414324760437,40.57047426700592,35.141767382621765,34.248588502407074,32.21629571914673,30.706457376480103,31.19399654865265
142,142,row_min,Ablation_2,15776,0.001,42.66951775550842,103.20385384559631,67.06855595111847,53.4264839887619,48.136651039123535,45.88354563713074,46.20568931102753,47.09121525287628,44.70562565326691,46.91121196746826,43.66819524765015
143,143,row_min,QUANN_1,11696,0.001,17.57352113723755,51.09004282951355,46.12500512599945,36.09526228904724,32.38625782728195,26.008160769939423,23.32037055492401,21.0575453042984,19.37264096736908,18.786398351192474,18.24109479784965
144,144,row_min,Ablation_1,8480,0.005,21.087670147418976,69.440709233284,39.02128827571869,30.77849966287613,25.47738230228424,24.9223747253418,24.75438630580902,23.06019926071167,22.808156192302704,22.178319215774536,22.538624346256256
145,145,row_min,Ablation_2,15776,0.005,45.669392824172974,57.79520761966705,46.1663191318512,49.24426138401032,50.06817853450775,51.1064670085907,45.79958689212799,47.65976440906525,45.4347151517868,44.75241589546204,46.31257879734039
146,146,row_min,QUANN_1,11696,0.005,13.707215040922163,35.575071573257446,22.267718017101288,17.79696899652481,16.57636621594429,15.267508953809738,14.690220922231674,16.61365595459938,14.269897818565369,16.281090408563614,14.591587841510773
147,147,row_min,Ablation_1,8480,0.01,21.432141423225403,61.95392549037933,32.10750311613083,31.109386086463928,27.950791001319885,26.29768455028534,24.141769111156464,24.90893769264221,25.24488252401352,23.75040167570114,23.03127247095108
148,148,row_min,Ablation_2,15776,0.01,43.95205020904541,61.941181898117065,47.14053571224213,47.02113723754883,45.52340841293335,46.11859571933746,45.26682007312775,45.204044222831726,46.24308800697327,46.7571702003479,45.500489473342896
149,149,row_min,QUANN_1,11696,0.01,13.991171687841415,35.448296427726746,21.369974315166477,17.403247326612473,15.84029456973076,15.056113183498384,14.922358810901642,15.439670652151108,15.219577729701996,16.850000262260437,14.671915650367737
150,150,variance,Ablation_1,8480,0.0001,1122.376050949097,1386.3341541290283,1224.0550689697266,1218.0556259155271,1214.1129341125488,1208.5848751068115,1203.224220275879,1199.6323890686035,1193.465467453003,1188.753273010254,1182.0796451568604
151,151,variance,Ablation_2,15776,0.0001,1043.379201889038,1237.9600219726562,1233.3110942840576,1214.900281906128,1206.6197547912598,1205.6945552825928,1188.241138458252,1171.612771987915,1154.839485168457,1137.135139465332,1110.517198562622
152,152,variance,QUANN_1,11696,0.0001,350.08811211586,1251.276123046875,1035.2326374053955,750.8851642608643,614.0992593765259,531.5283207893372,478.29957580566406,437.6120276451111,412.6939597129822,409.6516928672791,376.5707182884216
153,153,variance,Ablation_1,8480,0.0005,375.74086809158325,1220.7905979156494,1188.9812755584717,1157.7157611846924,1119.5439338684082,1073.9561710357666,1020.9025020599364,923.2066440582277,682.777795791626,447.1832127571106,393.4804949760437
154,154,variance,Ablation_2,15776,0.0005,147.6373851299286,1198.7399234771729,1136.405746459961,958.4292268753052,402.5467014312744,273.02357959747314,214.9617338180542,172.33248686790466,166.15273118019104,142.72440838813782,149.88314723968506
155,155,variance,QUANN_1,11696,0.0005,77.20375418663025,625.8870763778687,286.1773633956909,169.52893543243408,125.25309205055235,105.1912180185318,98.85210263729095,89.09104907512665,81.28891372680664,80.02281510829926,74.3026562333107
156,156,variance,Ablation_1,8480,0.001,331.8696799278259,1204.491065979004,1135.5695095062256,1041.2573204040527,804.2530498504639,411.8620047569275,393.9222149848938,345.2775473594665,313.8851523399353,311.18874645233154,340.5978603363037
157,157,variance,Ablation_2,15776,0.001,109.0788470506668,1156.6608791351318,810.8208198547363,351.3699641227722,179.95309782028198,138.27830362319946,140.45291590690613,138.31012880802157,154.21986627578735,105.6173346042633,103.29278802871704
158,158,variance,QUANN_1,11696,0.001,61.553481698036194,443.1871671676636,318.18417739868164,212.80756759643555,168.84464716911316,103.02507394552232,83.44306308031082,110.06255090236664,73.76813220977783,61.01918321847916,62.90162175893784
159,159,variance,Ablation_1,8480,0.005,144.25704526901245,1052.719295501709,356.11572265625,273.3565263748169,236.47293186187744,218.52760815620425,163.12065076828003,164.14167666435242,146.24314951896667,168.98679447174072,136.67258048057556
160,160,variance,Ablation_2,15776,0.005,97.36111581325532,320.5288434028625,226.81208181381223,133.84124422073364,165.53326106071472,123.74218010902403,121.61895751953124,98.49912989139555,103.0428010225296,96.8366401195526,98.13959288597108
161,161,variance,QUANN_1,11696,0.005,87.4080194234848,650.7150087356567,270.3547732830048,192.23140001297,167.08866000175476,123.00349164009094,95.76507890224455,80.95091474056244,68.99599778652191,87.5224746465683,82.89744210243225
162,162,variance,Ablation_1,8480,0.01,145.1494300365448,809.0134906768799,305.6290693283081,211.71404600143435,181.398934841156,200.84558749198916,164.72295331954956,147.90002143383026,132.01197826862335,140.6863009929657,147.05188846588135
163,163,variance,Ablation_2,15776,0.01,108.98009514808656,698.5519027709961,268.8015832901001,217.5329852104187,149.51587462425232,192.66230249404907,151.0908613204956,185.74632787704468,201.4171254634857,107.51167058944702,108.66925287246704
164,164,variance,QUANN_1,11696,0.01,65.95900577306747,440.5894927978516,251.84912967681885,357.5829544067383,101.36180555820464,92.34219479560852,102.18758404254912,76.78178310394287,71.10823059082031,75.57242268323898,66.99842172861099
165,165,skewness,Ablation_1,8480,0.0001,0.0271119730314239,0.0307462609489448,0.0288306825677864,0.0283237914554774,0.0280834702425636,0.0279326073359698,0.0278292747680097,0.0277910334989428,0.0277367378002963,0.0277037556516006,0.0276551018469035
166,166,skewness,Ablation_2,15776,0.0001,0.0270061610790435,0.0275318585918284,0.0275019489927217,0.0275081932777538,0.0274994375067763,0.0275117953424341,0.0275122342281974,0.0275051610660739,0.0275022911955602,0.0274970992468297,0.0275131784728728
167,167,skewness,QUANN_1,11696,0.0001,0.0271965222200378,0.0297365509904921,0.0285670647863298,0.0281914184452034,0.0279762928257696,0.0278611201792955,0.0277977408259175,0.0277480637887492,0.0277160675032064,0.0276650635641999,0.0277049899450503
168,168,skewness,Ablation_1,8480,0.0005,0.0270552171568851,0.0280684332246892,0.0276946712401695,0.0276537631289102,0.0276308510219678,0.0276048935484141,0.027637880644761,0.0276312564965337,0.0275688534602522,0.0276470778626389,0.0276016662828624
169,169,skewness,Ablation_2,15776,0.0005,0.0269898747792467,0.0275232252315618,0.0275173014379106,0.0275705005042254,0.0275484490557573,0.0275307414121925,0.0275311295990832,0.027563196781557,0.0275045388261787,0.0275152300018817,0.027500539261382
170,170,skewness,QUANN_1,11696,0.0005,0.0270907790400087,0.027904495014809,0.0276966328383423,0.0276352626387961,0.0276111554703675,0.0276238851947709,0.027652341465,0.0275999570148997,0.0275791011517867,0.0275883826543577,0.0276274805655702
171,171,skewness,Ablation_1,8480,0.001,0.0271226884215138,0.0277433439623564,0.0277311433455906,0.0276227567228488,0.0276787062757648,0.0276806798647157,0.0276647142600268,0.0276386585319414,0.0276027005747891,0.0276044429047033,0.027645323658362
172,172,skewness,Ablation_2,15776,0.001,0.0270016808062791,0.0275712870061397,0.027599586173892,0.0275300699868239,0.0275183772318996,0.0275607664370909,0.0275388754089362,0.0274994999635964,0.027523206314072,0.0275481817661784,0.0275132703827694
173,173,skewness,QUANN_1,11696,0.001,0.0270435470738448,0.0277642419678159,0.0276340422569774,0.0275902780122123,0.0276231112657114,0.0275972918607294,0.0275783692486584,0.0275965858600102,0.0275525791803374,0.0275568296201527,0.0275620148750022
174,174,skewness,Ablation_1,8480,0.005,0.0270426728529855,0.0276494064601138,0.027531384024769,0.0275427025044336,0.0275132638635113,0.0275607308140024,0.0275933345546945,0.027577239961829,0.0275859459652565,0.0275673556607216,0.0275717143667861
175,175,skewness,Ablation_2,15776,0.005,0.0271008580748457,0.0275248535908758,0.0275677338358946,0.0275336287450045,0.0276328575564548,0.0275669351103715,0.0275757872732356,0.0275434565846808,0.0275403129635378,0.0275550287915393,0.0276526219095103
176,176,skewness,QUANN_1,11696,0.005,0.0270845041959546,0.0275584593182429,0.0275729486020281,0.027552269923035,0.0276078461902216,0.0276107804966159,0.0275856368243694,0.0275564451003447,0.0275587003561668,0.0275495334062725,0.027592155849561
177,177,skewness,Ablation_1,8480,0.01,0.0272132674872409,0.0276116204913705,0.0275576702551916,0.0277005257084965,0.0275895675295032,0.0275326680275611,0.0275423033745028,0.0276212764438241,0.0276338870753534,0.0276672653271816,0.0277125886641442
178,178,skewness,Ablation_2,15776,0.01,0.0271498141228221,0.027640746848192,0.0276847495697438,0.0275324373506009,0.0275487921317107,0.0275516141555272,0.0277293684193864,0.0275806325371377,0.0276137353503145,0.0276342091383412,0.0276744971633888
179,179,skewness,QUANN_1,11696,0.01,0.0271023918467108,0.0275904510635882,0.0276391768129542,0.0276544057414867,0.0276165759423747,0.0276938853203319,0.0276402704766951,0.0277540994575247,0.0277361432090401,0.0276443381444551,0.0276266632718034
